workspace_id,name,address_name,x,y,img_url,area_group,type
156,당진청년타운 나래,충남 당진시 당진중앙1로 59,126.6287407,36.89375584,http://place.map.kakao.com/1751364689,충청도,workspace
157,플랜에이 스터디카페 영종하늘도시센터,인천 중구 하늘별빛로65번길 8-13,126.5621969,37.48960819,http://place.map.kakao.com/125789847,경기도,workspace
158,플랜트스터디카페 김포통진라운지,경기 김포시 통진읍 조강로 48,126.6004748,37.69032871,http://place.map.kakao.com/1558637374,경기도,workspace
159,르하임스터디카페 김포구래점,경기 김포시 김포한강8로 386,126.6261879,37.64347939,http://place.map.kakao.com/1704672380,경기도,workspace
160,골든스터디카페 익스프레스청라점,인천 서구 비즈니스로182번길 4-18,126.6228579,37.53915161,http://place.map.kakao.com/906752177,경기도,workspace
161,디플레이스스터디카페 인천운서점,인천 중구 영종대로162번길 26,126.4950431,37.49191891,http://place.map.kakao.com/79570740,경기도,workspace
162,감성스터디카페 더테라스점,인천 연수구 센트럴로 415,126.6254862,37.40958824,http://place.map.kakao.com/2140930633,경기도,workspace
163,동인스터디카페,인천 중구 자유공원로 9,126.6300215,37.47517172,http://place.map.kakao.com/79041464,경기도,workspace
164,드림스터디카페,인천 중구 신도시남로141번길 18,126.4884183,37.49419066,http://place.map.kakao.com/465580472,경기도,workspace
165,집중스터디카페 차이나타운점,인천 중구 차이나타운로 37-4,126.6197751,37.47594289,http://place.map.kakao.com/698345751,경기도,workspace
166,두잇스터디카페 김포구래점,경기 김포시 김포한강4로 515,126.6265112,37.64590946,http://place.map.kakao.com/901797843,경기도,workspace
167,공터스터디카페,경기 김포시 김포한강4로 487,126.6295206,37.64638565,http://place.map.kakao.com/1489441358,경기도,workspace
168,그루스터디카페 김포구래동센터,경기 김포시 김포한강9로 73,126.6255088,37.6433511,http://place.map.kakao.com/1560272371,경기도,workspace
169,공카스터디카페,인천 미추홀구 아암대로 109,126.6322647,37.45205168,http://place.map.kakao.com/798225528,경기도,workspace
170,올라스터디 카페 운서점,인천 중구 영종대로327번길 14,126.5081343,37.48272358,http://place.map.kakao.com/1215906447,경기도,workspace
171,메가24 스터디카페 하늘도시점,인천 중구 하늘달빛로 94,126.5574773,37.48729486,http://place.map.kakao.com/515994643,경기도,workspace
172,필링어스스터디카페,인천 강화군 강화읍 향교길 1-11,126.4798506,37.74873809,http://place.map.kakao.com/2060979797,경기도,workspace
173,스터딥스터디카페,인천 강화군 강화읍 관청길65번길 4,126.4825418,37.74941664,http://place.map.kakao.com/1816246736,경기도,workspace
174,공간샘스터디카페오피스 영종도하늘도시점,인천 중구 하늘중앙로195번길 23,126.5621697,37.48922247,http://place.map.kakao.com/1832529891,경기도,workspace
175,초심스터디카페 강화점,인천 강화군 강화읍 강화대로 395,126.4868121,37.74539271,http://place.map.kakao.com/639453564,경기도,workspace
176,마스터플랜 김포양촌점,경기 김포시 양촌읍 양곡2로 5-7,126.6268594,37.65151104,http://place.map.kakao.com/649009864,경기도,workspace
177,스터디카페하루,인천 서구 옥빛로 6,126.6311356,37.52540332,http://place.map.kakao.com/508780022,경기도,workspace
178,감성스터디카페 랜드마크점,인천 연수구 랜드마크로 68,126.6219089,37.41499105,http://place.map.kakao.com/916388553,경기도,workspace
179,올라스터디카페 양곡점,경기 김포시 양촌읍 양곡로 495,126.6281262,37.6551676,http://place.map.kakao.com/1413431598,경기도,workspace
180,어라운드스터디카페 영종점,인천 중구 흰바위로 45,126.4899947,37.49267929,http://place.map.kakao.com/1492673350,경기도,workspace
181,조아스터디카페,인천 중구 하늘별빛로65번길 13,126.5631959,37.48833517,http://place.map.kakao.com/1972252067,경기도,workspace
182,다올스터디카페,인천 중구 하늘별빛로65번길 8-11,126.5624432,37.48943521,http://place.map.kakao.com/305763244,경기도,workspace
183,플랜트 청라라운지,인천 서구 푸른로 5,126.6298475,37.52509746,http://place.map.kakao.com/1906385429,경기도,workspace
184,작심스터디카페 인천영종도점,인천 중구 하늘달빛로 80,126.5584715,37.48647056,http://place.map.kakao.com/655161936,경기도,workspace
185,탑스터디카페,인천 강화군 강화읍 강화대로 438,126.4832549,37.74771426,http://place.map.kakao.com/870341714,경기도,workspace
186,위넌스터디카페 영종점,인천 중구 신도시남로141번길 5-12,126.4894713,37.49315816,http://place.map.kakao.com/124711436,경기도,workspace
187,더오르다스터디카페,인천 중구 자연대로 47,126.5589725,37.48875647,http://place.map.kakao.com/2001544441,경기도,workspace
188,하늘스터디카페,인천 중구 흰바위로 41,126.4895131,37.4926682,http://place.map.kakao.com/274267285,경기도,workspace
189,토리스터디카페,경기 김포시 김포한강9로75번길 158,126.6234624,37.64472489,http://place.map.kakao.com/825039132,경기도,workspace
190,키움독서실&스터디카페,인천 서구 보석로 43,126.6236252,37.5233704,http://place.map.kakao.com/475936313,경기도,workspace
191,파티앤스터디 영종운서점,인천 중구 영종대로196번길 15-25,126.4987637,37.48948945,http://place.map.kakao.com/848869640,경기도,workspace
192,스테이지나인 송도센트로드점,인천 연수구 인천타워대로 323,126.6304247,37.39874204,http://place.map.kakao.com/2065935507,경기도,workspace
193,업무공장공유오피스,경기 김포시 김포한강9로 95,126.6255814,37.64514969,http://place.map.kakao.com/1613889381,경기도,workspace
194,원스터디카페,제주특별자치도 서귀포시 남원읍 일주동로 7121-23,126.7183563,33.28134112,http://place.map.kakao.com/1432790655,제주도,workspace
195,청년다락 4호점,제주특별자치도 제주시 구좌읍 일주동로 3116,126.851882,33.52214062,http://place.map.kakao.com/1408604267,제주도,workspace
196,챌린지스터디카페 전남고흥센터,전남 고흥군 고흥읍 고흥군청로 33,127.2804699,34.60516639,http://place.map.kakao.com/1373071963,전라도,workspace
197,그루터기스터디카페,전남 완도군 완도읍 개포로 146-6,126.744041,34.31894364,http://place.map.kakao.com/1544449311,전라도,workspace
198,인토스터디카페 순천신대점,전남 순천시 해룡면 신대로 53,127.5476704,34.92840977,http://place.map.kakao.com/48358429,전라도,workspace
